# SCOP release 2020-04-30
# http://scop.mrc-lmb.cam.ac.uk
# based on PDB release 2020-04-21
# based on UniProt realese 2020-04-22
# based on SIFTS release 2020-04-19
# FA-DOMID FA-PDBID FA-PDBREG FA-UNIID FA-UNIREG SF-DOMID SF-PDBID SF-PDBREG SF-UNIID SF-UNIREG SCOPCLA
8045703 3H8D C:1143-1264 Q64331 1143-1264 8091604 3H8D C:1143-1264 Q64331 1143-1264 TP=1,CL=1000003,CF=2001470,SF=3002524,FA=4004627
8045721 4CKM B:130-273 E9AFQ5 130-273 8051829 4CKM B:130-273 E9AFQ5 130-273 TP=1,CL=1000001,CF=2000797,SF=3001319,FA=4004641
8045722 4G79 A:2-139 O62479 2-167 8051830 4G79 A:2-139 O62479 2-167 TP=1,CL=1000001,CF=2000797,SF=3001319,FA=4004641
8045723 4TO7 A:21-159 A9CQL4 21-159 8051831 4TO7 A:21-159 A9CQL4 21-159 TP=1,CL=1000001,CF=2000797,SF=3001319,FA=4004641
8045724 2Y3V D:1-144 Q7ZVT3 1-144 8051832 2Y3V D:1-144 Q7ZVT3 1-144 TP=1,CL=1000001,CF=2000797,SF=3001319,FA=4004641
8045725 5AL7 A:9-155 Q9VAC8 9-155 8051834 5AL7 A:9-155 Q9VAC8 9-155 TP=1,CL=1000001,CF=2000797,SF=3001319,FA=4004641
8051185 3WTD B:5-145 Q9BUH6 5-145 8053699 3WTD B:5-113 Q9BUH6 5-113 TP=1,CL=1000001,CF=2000797,SF=3001319,FA=4007233
8020229 1VQO 1:1-56 P32410 2-57 8032609 1VQO 1:1-56 P32410 2-57 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4003706
8020230 1VQO 3:1-92 P32411 1-92 8032610 1VQO 3:1-92 P32411 1-92 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4003711
8020281 1VQO Z:10-82 P60619 10-82 8032661 1VQO Z:10-82 P60619 10-82 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4003704
8020810 4V51 B5:2-60 P80339 2-60 8033190 4V51 B5:2-60 P80339 2-60 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4000508
8020811 4V51 B6:9-53 P35871 9-53 8033191 4V51 B6:9-53 P35871 9-53 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4000511
8021126 2AYJ A:1-56 Q980V5 1-56 8033506 2AYJ A:1-56 Q980V5 1-56 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4002847
8022386 2K4X A:1-55 Q9HJ78 1-55 8034766 2K4X A:1-55 Q9HJ78 1-55 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4002852
8023002 4V52 B0:1-56 P0A7N4 2-57 8035382 4V52 B0:1-56 P0A7N4 2-57 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4000508
8026147 2ZJR 1:2-54 Q9RSS4 2-54 8038526 2ZJR 1:2-54 Q9RSS4 2-54 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4000511
8026214 2ZJR Z:2-59 P49228 2-59 8038593 2ZJR Z:2-59 P49228 2-59 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4000508
8027689 1QXF A:1-58 O28935 1-58 8040068 1QXF A:1-58 O28935 1-58 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4003887
8029721 4V4W B1:1-52 P0A7N9 2-53 8042100 4V4W B1:1-52 P0A7N9 2-53 TP=1,CL=1000004,CF=2000112,SF=3001320,FA=4000511
8023059 1Z9E A:347-429 O75475 347-429 8035439 1Z9E A:347-429 O75475 347-429 TP=1,CL=1000000,CF=2000094,SF=3001321,FA=4001336
8021029 1NKT A:616-835 P9WGP5 616-835 8033409 1NKT A:616-835 P9WGP5 616-835 TP=1,CL=1000000,CF=2000799,SF=3001322,FA=4002486
8027781 1TF5 A:571-780 P28366 571-780 8040160 1TF5 A:571-780 P28366 571-780 TP=1,CL=1000000,CF=2000799,SF=3001322,FA=4002486
8022243 2J5A A:3-108 O66474 3-108 8034623 2J5A A:3-108 O66474 3-108 TP=1,CL=1000003,CF=2000014,SF=3001323,FA=4001337
8023095 1RIS A:1-97 P23370 1-97 8035475 1RIS A:1-97 P23370 1-97 TP=1,CL=1000003,CF=2000014,SF=3001323,FA=4001337
8030705 1VMB A:5-111 Q9WZ72 5-111 8043084 1VMB A:5-111 Q9WZ72 5-111 TP=1,CL=1000003,CF=2000014,SF=3001323,FA=4001337
8025689 1OJH A:5-56 Q8YNP7 5-56 8038068 1OJH A:5-56 Q8YNP7 5-56 TP=1,CL=1000000,CF=2000801,SF=3001324,FA=4002487
8027886 3CR3 A:2-192 Q9CIV7 2-192 8040265 3CR3 A:2-192 Q9CIV7 2-192 TP=1,CL=1000000,CF=2000802,SF=3001325,FA=4000775
8029546 1UN8 A:336-550 P45510 336-550 8041925 1UN8 A:336-550 P45510 336-550 TP=1,CL=1000000,CF=2000802,SF=3001325,FA=4000775
8024140 2A10 A:4-107 P73407 4-107 8036519 2A10 A:4-107 P73407 4-107 TP=1,CL=1000003,CF=2000014,SF=3001326,FA=4003707
8024155 2A1B A:2-102 P72761 2-102 8036534 2A1B A:2-102 P72761 2-102 TP=1,CL=1000003,CF=2000014,SF=3001326,FA=4003707
8027861 2EWH A:6-98 P45689 6-98 8040240 2EWH A:6-98 P45689 6-98 TP=1,CL=1000003,CF=2000014,SF=3001326,FA=4003707
8021830 2HGK A:1-109 Q46919 1-109 8034210 2HGK A:1-109 Q46919 1-109 TP=1,CL=1000000,CF=2001119,SF=3001327,FA=4001339
8024372 2END A:2-138 P04418 2-138 8036751 2END A:2-138 P04418 2-138 TP=1,CL=1000000,CF=2000803,SF=3001328,FA=4000776
8020156 1YNJ C:1-1114 Q9KWU7 1-1114 8032536 1YNJ C:668-700,C:833-998 Q9KWU7 668-700,833-998 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4003708
8020159 1YNJ D:3-1240 Q9KWU6 3-1240 8032539 1YNJ D:624-750 Q9KWU6 624-750 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4003714
8027232 1SMY C:1-1119 Q8RQE9 1-1119 8039611 1SMY C:668-700,C:833-998 Q8RQE9 668-700,833-998 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4003708
8027234 1SMY D:2-1505 Q8RQE8 2-1505 8039613 1SMY D:625-750 Q8RQE8 625-750 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4003714
8030303 1TWF A:2-1450 P04050 2-1450 8042682 1TWF A:346-492 P04050 346-492 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4003714
8030305 1TWF B:18-1224 P08518 18-1224 8042684 1TWF B:820-850,B:974-1096 P08518 820-850,974-1096 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4003708
8046930 2J7N A:390-1373 Q9Y7G6 390-1373 8055682 2J7N A:679-786 Q9Y7G6 679-786 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4005374
8046930 2J7N A:390-1373 Q9Y7G6 390-1373 8055683 2J7N A:917-1017 Q9Y7G6 917-1017 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4005374
8046929 5FSW A:25-1006 G2R911 364-1345 8055687 5FSW A:303-406 G2R911 642-745 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4005374
8046929 5FSW A:25-1006 G2R911 364-1345 8055688 5FSW A:535-638 G2R911 874-977 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4005374
8044970 5IJL A:4-1034 Q9V2F4 4-1224 8055689 5IJL A:348-445 Q9V2F4 348-445 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4004231
8044970 5IJL A:4-1034 Q9V2F4 4-1224 8055690 5IJL A:822-963 Q9V2F4 822-1148 TP=1,CL=1000001,CF=2000716,SF=3001330,FA=4004231
8021518 1O9D A:5-240 P93343 5-240 8033898 1O9D A:5-240 P93343 5-240 TP=1,CL=1000000,CF=2000085,SF=3001329,FA=4001338
8022581 2O02 B:1-230 P63104 1-230 8034961 2O02 B:1-230 P63104 1-230 TP=1,CL=1000000,CF=2000085,SF=3001329,FA=4001338
8022656 2O8P A:8-227 Q5CYG0 8-227 8035036 2O8P A:8-227 Q5CYG0 8-227 TP=1,CL=1000000,CF=2000085,SF=3001329,FA=4001338
8028665 3EFZ A:46-268 Q5CSF3 25-247 8041044 3EFZ A:46-268 Q5CSF3 25-247 TP=1,CL=1000000,CF=2000085,SF=3001329,FA=4001338
8020431 1E4C P:1-206 P0AB87 1-206 8032811 1E4C P:1-206 P0AB87 1-206 TP=1,CL=1000002,CF=2000806,SF=3001331,FA=4000777
8023124 2PB9 A:268-451 Q8U193 268-451 8035504 2PB9 A:268-451 Q8U193 268-451 TP=1,CL=1000002,CF=2000806,SF=3001331,FA=4002436
8023256 2PHP A:241-420 Q57688 237-416 8035636 2PHP A:241-420 Q57688 237-416 TP=1,CL=1000002,CF=2000806,SF=3001331,FA=4002436
8024544 1JDI A:1-223 P08203 1-223 8036923 1JDI A:1-223 P08203 1-223 TP=1,CL=1000002,CF=2000806,SF=3001331,FA=4000777
8025151 1OJR A:1-274 P32169 1-274 8037530 1OJR A:1-274 P32169 1-274 TP=1,CL=1000002,CF=2000806,SF=3001331,FA=4000777
8026832 1PVT A:1-230 Q9X0G1 1-230 8039211 1PVT A:1-230 Q9X0G1 1-230 TP=1,CL=1000002,CF=2000806,SF=3001331,FA=4000777
8019936 1JZU A:1-157 Q9I9P7 22-178 8032316 1JZU A:1-157 Q9I9P7 22-178 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8020027 1VPR A:868-1218 O77206 868-1218 8032407 1VPR A:868-1218 O77206 868-1218 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4001964
8020041 1KT7 A:1-175 P18902 1-175 8032421 1KT7 A:1-175 P18902 1-175 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8020053 1KZW A:1-131 P12104 2-132 8032433 1KZW A:1-131 P12104 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8020205 1E5P A:3-151 P09465 19-167 8032585 1E5P A:3-151 P09465 19-167 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8020417 1GGL A:1-133 P82980 2-134 8032797 1GGL A:1-133 P82980 2-134 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8020645 1FDQ A:1-131 O15540 2-132 8033025 1FDQ A:1-131 O15540 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8021266 1X71 A:4-177 P80188 24-197 8033646 1X71 A:4-177 P80188 24-197 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8021271 1I4U A:1-181 P80029 1-181 8033651 1I4U A:1-181 P80029 1-181 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8021510 1O8V A:1-133 Q02970 1-133 8033890 1O8V A:1-133 Q02970 1-133 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8022199 1YIV A:1-131 P0C6G6 2-132 8034579 1YIV A:1-131 P0C6G6 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8022244 1P6P A:1-125 P83409 2-126 8034624 1P6P A:1-125 P83409 2-126 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8022337 2JOZ A:2-127 P54945 19-144 8034717 2JOZ A:2-127 P54945 19-144 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8022530 1YUP A:1-162 Q00P86 19-180 8034910 1YUP A:1-162 Q00P86 19-180 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8022635 2O62 A:133-269 B2J6L8 133-269 8035015 2O62 A:133-269 B2J6L8 133-269 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4001842
8022636 2O62 A:1-132 B2J6L8 1-132 8035016 2O62 A:1-132 B2J6L8 1-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4001842
8022720 1Z24 A:1-189 P00305 1-189 8035100 1Z24 A:1-189 P00305 1-189 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8023358 1GT1 A:2-159 P07435 2-159 8035738 1GT1 A:2-159 P07435 2-159 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8024116 2A0A A:1-131 Q1M2P5 1-131 8036495 2A0A A:1-131 Q1M2P5 1-131 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8024145 2A13 A:14-166 O64527 14-166 8036524 2A13 A:14-166 O64527 14-166 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4001970
8024236 1IIU A:3-175 P41263 24-196 8036615 1IIU A:3-175 P41263 24-196 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8026363 1GM6 A:8-166 P81608 24-182 8038742 1GM6 A:8-166 P81608 24-182 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8027655 1QWD A:23-176 P0A901 23-176 8040034 1QWD A:23-176 P0A901 23-176 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8027787 1R0U A:1-140 O07624 1-140 8040166 1R0U A:1-140 O07624 1-140 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4000916
8027799 2EU7 X:2-179 Q26241 25-202 8040178 2EU7 X:2-179 Q26241 25-202 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8028140 1TXL A:28-215 P76344 29-216 8040519 1TXL A:28-215 P76344 29-216 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4000915
8028201 1KQW A:1-134 Q8UVG6 2-135 8040580 1KQW A:1-134 Q8UVG6 2-135 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8028237 2F73 A:1-127 P07148 1-127 8040616 2F73 A:1-127 P07148 1-127 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8028860 2FS6 A:2-137 P29373 3-138 8041239 2FS6 A:2-137 P29373 3-138 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8028897 1LF7 A:10-180 P07360 30-200 8041276 1LF7 A:10-180 P07360 30-200 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8028920 2FTB A:1-125 P81400 2-126 8041299 2FTB A:1-125 P81400 2-126 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8028923 2FR2 A:4-164 P9WFG7 4-164 8041302 2FR2 A:4-164 P9WFG7 4-164 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4001970
8029151 1VYF A:1-133 P29498 1-133 8041530 1VYF A:1-133 P29498 1-133 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8029449 2GC9 A:1-178 F9ULL2 1-178 8041828 2GC9 A:1-178 F9ULL2 1-178 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4001960
8029989 2HNX A:1-131 P15090 2-132 8042368 2HNX A:1-131 P15090 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030202 1AQB A:1-175 P27485 19-193 8042581 1AQB A:1-175 P27485 19-193 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030204 1RBP A:1-175 P02753 19-193 8042583 1RBP A:1-175 P02753 19-193 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030222 1DZK A:10-157 P81245 10-157 8042601 1DZK A:10-157 P81245 10-157 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030228 1BJ7 A:7-156 Q28133 23-172 8042607 1BJ7 A:7-156 Q28133 23-172 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030229 1EW3 A:23-181 Q95182 23-181 8042608 1EW3 A:23-181 Q95182 23-181 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030230 1BEB A:5-160 P02754 21-176 8042609 1BEB A:5-160 P02754 21-176 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030238 1EXS A:1-160 P04119 19-178 8042617 1EXS A:1-160 P04119 19-178 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030240 1EPB A:3-162 P06911 25-184 8042619 1EPB A:3-162 P06911 25-184 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030246 1MUP A:5-161 P02762 19-175 8042625 1MUP A:5-161 P02762 19-175 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030248 2A2U A:1-158 P02761 20-177 8042627 2A2U A:1-158 P02761 20-177 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030255 1BBP A:2-178 P09464 16-188 8042634 1BBP A:2-178 P09464 16-188 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030257 1QFT A:1-171 O77421 20-190 8042636 1QFT A:1-171 O77421 20-190 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030258 1NP1 A:1-184 Q26239 24-207 8042637 1NP1 A:1-184 Q26239 24-207 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8030263 1HMS A:1-131 P05413 2-132 8042642 1HMS A:1-131 P05413 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030267 1BWY A:1-132 P10790 2-133 8042646 1BWY A:1-132 P10790 2-133 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030270 1IFC A:1-131 P02693 2-132 8042649 1IFC A:1-131 P02693 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030274 1B56 A:3-135 Q01469 3-135 8042653 1B56 A:3-135 Q01469 3-135 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030277 1ADL A:1-131 P04117 2-132 8042656 1ADL A:1-131 P04117 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030282 1MDC A:1-131 P31417 2-132 8042661 1MDC A:1-131 P31417 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030284 1FTP A:1-133 P41496 2-134 8042663 1FTP A:1-133 P41496 2-134 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030286 2CBR A:1-136 P62964 2-137 8042665 2CBR A:1-136 P62964 2-137 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030292 1OPB A:1-133 P06768 2-134 8042671 1OPB A:1-133 P06768 2-134 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030293 1TW4 A:1-125 P80226 2-126 8042672 1TW4 A:1-125 P80226 2-126 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030294 1LFO A:1-127 P02692 1-127 8042673 1LFO A:1-127 P02692 1-127 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030295 1PMP A:1-131 P02690 2-132 8042674 1PMP A:1-131 P02690 2-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030296 1EAL A:1-127 P10289 2-128 8042675 1EAL A:1-127 P10289 2-128 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8030298 1AVG I:1-142 Q27049 19-160 8042677 1AVG I:1-142 Q27049 19-160 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002587
8030699 1LPJ A:1-133 Q96R05 2-134 8043078 1LPJ A:1-133 Q96R05 2-134 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8031398 1X8Q A:1-184 Q94734 22-205 8043776 1X8Q A:1-184 Q94734 22-205 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8031585 1XKI A:12-150 P31025 30-168 8043963 1XKI A:12-150 P31025 30-168 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002493
8031676 1O1V A:1-127 P51161 2-128 8044054 1O1V A:1-127 P51161 2-128 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4002547
8045418 4Q51 B:43-307 B4EN46 43-307 8046944 4Q51 B:64-182 B4EN46 64-182 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004466
8044761 4TQ2 A:1-174 L1JFC7 80-253 8052511 4TQ2 A:1-174 L1JFC7 80-253 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004121
8044762 3BDR A:4-176 Q8DI91 4-176 8052512 3BDR A:4-176 Q8DI91 4-176 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004121
8044776 2LA7 A:1-145 Q142Q8 35-179 8052619 2LA7 A:1-145 Q142Q8 35-179 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004126
8044777 2KTS A:2-117 P52644 25-140 8052620 2KTS A:2-117 P52644 25-140 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004126
8044849 4KH8 A:50-174 Q838Q9 50-174 8052622 4KH8 A:50-174 Q838Q9 50-174 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004175
8052621 4KH8 A:212-328 Q838Q9 212-328 8052623 4KH8 A:212-328 Q838Q9 212-328 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004175
8044850 4NW4 A:49-168 Q838R0 49-168 8052625 4NW4 A:49-168 Q838R0 49-168 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004175
8052624 4NW4 A:194-311 Q838R0 194-311 8052626 4NW4 A:194-311 Q838R0 194-311 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004175
8044953 4L3R A:30-172 4L3R_A 1-143 8052627 4L3R A:30-172 4L3R_A 1-143 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004221
8044954 4ZGF A:25-164 A6L3L5 25-164 8052628 4ZGF A:25-164 A6L3L5 25-164 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004221
8045418 4Q51 B:43-307 B4EN46 43-307 8052629 4Q51 B:194-307 B4EN46 194-307 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004466
8045494 3LHN B:44-150 Q8ECH9 44-150 8052630 3LHN B:44-150 Q8ECH9 44-150 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004496
8045496 4U3Q A:10-130 P29722 34-154 8052631 4U3Q A:10-130 P29722 34-154 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004496
8045495 2Z4I A:22-102 P40710 42-122 8052632 2Z4I A:22-102 P40710 42-122 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004496
8045793 4INN A:17-161 I0ZEL6 17-161 8052634 4INN A:17-161 I0ZEL6 17-161 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004690
8045815 2YG2 B:29-185 O95445 29-185 8052635 2YG2 B:29-185 O95445 29-185 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004704
8045816 2XKL A:24-189 Q9Z1R3 24-189 8052636 2XKL A:24-189 Q9Z1R3 24-189 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004704
8045821 5BYP A:30-150 5BYP_A 1-121 8052637 5BYP A:30-150 5BYP_A 1-121 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004708
8045822 4QRL A:26-135 A7V1A8 26-135 8052638 4QRL A:26-135 A7V1A8 26-135 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004708
8046460 1Y9L A:33-142 P0A1X2 33-142 8052639 1Y9L A:33-142 P0A1X2 33-142 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4005092
8047316 3GE2 A:65-153 A0A0H2UNA1 64-152 8052640 3GE2 A:65-153 A0A0H2UNA1 64-152 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4005571
8047317 5CYB A:64-152 A0A0T8N286 64-152 8052641 5CYB A:64-152 A0A0T8N286 64-152 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4005571
8047797 3HTY O:23-114 Q8A9E6 23-114 8052642 3HTY O:23-114 Q8A9E6 23-114 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4005825
8047877 4O4O A:2-198 Q8YLF9 2-198 8052643 4O4O A:2-198 Q8YLF9 2-198 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4005862
8049054 2MHD A:2-110 A7V6A1 24-132 8052644 2MHD A:2-110 A7V6A1 24-132 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4006321
8049105 3CQN B:83-251 Q39249 196-364 8052645 3CQN B:83-251 Q39249 196-364 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4006349
8049429 3RWX A:150-283 Q5LBW6 150-283 8052647 3RWX A:150-283 Q5LBW6 150-283 TP=1,CL=1000001,CF=2000900,SF=3001332,FA=4006493
8052646 3RWX A:30-147 Q5LBW6 30-147 8052648 3RWX A:30-147 Q5LBW6 30-147 TP=1,CL=1000001,CF=2000900,SF=3001332,FA=4006493
8050733 4IAB D:31-163 A7V626 31-163 8052649 4IAB D:31-163 A7V626 31-163 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4007026
8050734 4GZV D:31-163 A7LRD6 31-163 8052650 4GZV D:31-163 A7LRD6 31-163 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4007026
8050735 4I95 A:27-163 4I95_A 1-137 8052651 4I95 A:27-163 4I95_A 1-137 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4007026
8045190 4LQZ A:0-157 A0A0H3JZY6 33-157 8057048 4LQZ A:0-157 A0A0H3JZY6 33-157 TP=1,CL=1000001,CF=2000805,SF=3001332,FA=4004343
8029345 2G7O A:60-127 P10026 60-127 8041724 2G7O A:60-127 P10026 60-127 TP=1,CL=1000000,CF=2000807,SF=3001333,FA=4001340
8021985 1OU5 A:151-354 Q96Q11 180-383 8034365 1OU5 A:151-354 Q96Q11 180-383 TP=1,CL=1000000,CF=2000808,SF=3001334,FA=4002497
8028948 1VFG A:137-351 O66728 578-792 8041327 1VFG A:137-351 O66728 578-792 TP=1,CL=1000000,CF=2000808,SF=3001334,FA=4002497
8031212 1MIW A:140-404 Q7SIB1 140-404 8043590 1MIW A:140-404 Q7SIB1 140-404 TP=1,CL=1000000,CF=2000808,SF=3001334,FA=4002497
8025426 1OUV A:28-290 O25728 28-290 8037805 1OUV A:28-290 O25728 28-290 TP=1,CL=1000000,CF=2000085,SF=3001335,FA=4002496
8030402 1KLX A:3-135 O25103 3-135 8042781 1KLX A:3-135 O25103 3-135 TP=1,CL=1000000,CF=2000085,SF=3001335,FA=4002496
8031641 2UUB J:3-100 Q5SHN7 3-100 8044019 2UUB J:3-100 Q5SHN7 3-100 TP=1,CL=1000003,CF=2000014,SF=3001336,FA=4001240
8024375 2LIS A:4-134 P04552 22-152 8036754 2LIS A:4-134 P04552 22-152 TP=1,CL=1000000,CF=2000809,SF=3001337,FA=4000779
8024379 3LYN A:11-132 Q01381 29-150 8036758 3LYN A:11-132 Q01381 29-150 TP=1,CL=1000000,CF=2000809,SF=3001337,FA=4000779
8024381 1GAK A:1-137 Q25063 18-154 8036760 1GAK A:1-137 Q25063 18-154 TP=1,CL=1000000,CF=2000809,SF=3001337,FA=4000779
8029308 1T5J A:2-301 Q58588 2-301 8041687 1T5J A:2-301 Q58588 2-301 TP=1,CL=1000000,CF=2000810,SF=3001338,FA=4000778
8023277 1FTR A:1-148 Q49610 1-148 8035657 1FTR A:1-148 Q49610 1-148 TP=1,CL=1000003,CF=2000014,SF=3001339,FA=4001343
8023279 1FTR A:149-296 Q49610 149-296 8035659 1FTR A:149-296 Q49610 149-296 TP=1,CL=1000003,CF=2000014,SF=3001339,FA=4001343
8029244 1M5H A:1-145 O28076 1-145 8041623 1M5H A:1-145 O28076 1-145 TP=1,CL=1000003,CF=2000014,SF=3001339,FA=4001343
8029247 1M5H A:146-297 O28076 146-297 8041626 1M5H A:146-297 O28076 146-297 TP=1,CL=1000003,CF=2000014,SF=3001339,FA=4001343
8029252 1M5S A:1-145 P55301 1-145 8041631 1M5S A:1-145 P55301 1-145 TP=1,CL=1000003,CF=2000014,SF=3001339,FA=4001343
